order_id,timestamp,user_id,domain,item_id,correct,p_correct_sim,L1,L2,L3,tier,question_text,L2_tier
372,2026-01-13T08:58:23.882832+00:00,u010,所有者とパーミッション,18,0,0.815822374939593,Linuxファイル操作,所有者とパーミッション,基本パーミッション,1,ls -l の出力に含まれる r や w や x などの文字は何を表していますか？,所有者とパーミッション:t1
373,2026-01-13T08:58:55.882832+00:00,u010,基本的なファイル管理,1,1,0.7561312270091537,Linuxファイル操作,基本的なファイル管理,ls,1,隠しファイルも含めてカレントディレクトリの内容を一覧表示するコマンドはどれですか？,基本的なファイル管理:t1
374,2026-01-13T08:59:23.882832+00:00,u010,基本的なファイル管理,1,0,0.7561312270091537,Linuxファイル操作,基本的なファイル管理,ls,1,隠しファイルも含めてカレントディレクトリの内容を一覧表示するコマンドはどれですか？,基本的なファイル管理:t1
375,2026-01-13T09:00:01.882832+00:00,u010,所有者とパーミッション,19,1,0.41361599120158227,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
376,2026-01-13T09:00:29.882832+00:00,u010,基本的なファイル管理,8,1,0.8522734314308567,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
377,2026-01-13T09:01:00.882832+00:00,u010,基本的なファイル管理,10,1,0.9079908008182981,Linuxファイル操作,基本的なファイル管理,mv,1,ディレクトリ A の中の file.txt をディレクトリ B に移動するコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
378,2026-01-13T09:01:31.882832+00:00,u010,基本的なファイル管理,4,1,0.6214569980780699,Linuxファイル操作,基本的なファイル管理,cd,1,ホームディレクトリに移動するコマンドとして最も適切なものはどれですか？,基本的なファイル管理:t1
379,2026-01-13T09:01:57.882832+00:00,u010,基本的なファイル管理,8,1,0.8522734314308567,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
380,2026-01-13T09:02:24.882832+00:00,u010,所有者とパーミッション,29,1,0.5291371492942328,Linuxファイル操作,所有者とパーミッション,パーミッション表記,2,パーミッション文字列 rwxr-xr-x を数字3桁で表したものを答えてください,所有者とパーミッション:t2
381,2026-01-13T09:02:56.882832+00:00,u010,基本的なファイル管理,10,1,0.9079908008182981,Linuxファイル操作,基本的なファイル管理,mv,1,ディレクトリ A の中の file.txt をディレクトリ B に移動するコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
382,2026-01-13T09:03:28.882832+00:00,u010,基本的なファイル管理,9,1,0.8104755161849553,Linuxファイル操作,基本的なファイル管理,cp,2,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
383,2026-01-13T09:03:56.882832+00:00,u010,基本的なファイル管理,5,1,0.9673064311120485,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
384,2026-01-13T09:04:26.882832+00:00,u010,所有者とパーミッション,29,0,0.5291371492942328,Linuxファイル操作,所有者とパーミッション,パーミッション表記,2,パーミッション文字列 rwxr-xr-x を数字3桁で表したものを答えてください,所有者とパーミッション:t2
385,2026-01-13T09:04:58.882832+00:00,u010,所有者とパーミッション,28,1,0.5409007388079269,Linuxファイル操作,所有者とパーミッション,スティッキービット,3,スティッキービットが設定された共有ディレクトリとしてよく使われる /tmp の特徴として正しいものはどれですか？,所有者とパーミッション:t3
386,2026-01-13T09:05:25.882832+00:00,u010,所有者とパーミッション,20,1,0.6409153692766304,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
387,2026-01-13T09:05:57.882832+00:00,u010,基本的なファイル管理,11,0,0.6357358328840166,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
388,2026-01-13T09:06:26.882832+00:00,u010,基本的なファイル管理,12,0,0.6589255610385323,Linuxファイル操作,基本的なファイル管理,ブレース展開,2,echo {A、B、C}.txt の出力として最も適切なものはどれですか？,基本的なファイル管理:t2
389,2026-01-13T09:06:56.882832+00:00,u010,所有者とパーミッション,24,0,0.6646181405092583,Linuxファイル操作,所有者とパーミッション,umask,2,umask 022 の意味として最も適切な説明はどれですか？,所有者とパーミッション:t2
390,2026-01-13T09:07:28.882832+00:00,u010,所有者とパーミッション,20,1,0.6409153692766304,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
391,2026-01-13T09:07:59.882832+00:00,u010,基本的なファイル管理,2,1,0.9224625592531593,Linuxファイル操作,基本的なファイル管理,ls,1,ファイルの詳細情報付き一覧を表示する ls のオプションとして正しいものはどれですか？,基本的なファイル管理:t1
392,2026-01-13T09:08:26.882832+00:00,u010,所有者とパーミッション,19,0,0.41361599120158227,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
393,2026-01-13T09:08:59.882832+00:00,u010,基本的なファイル管理,4,1,0.6214569980780699,Linuxファイル操作,基本的なファイル管理,cd,1,ホームディレクトリに移動するコマンドとして最も適切なものはどれですか？,基本的なファイル管理:t1
394,2026-01-13T09:09:26.882832+00:00,u010,所有者とパーミッション,27,0,0.4992760558989814,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
395,2026-01-13T09:09:56.882832+00:00,u010,基本的なファイル管理,14,1,0.5766559353974849,Linuxファイル操作,基本的なファイル管理,tar,2,ディレクトリ dir1 を archive.tar という名前のアーカイブにまとめるコマンドとして最も適切なものはどれですか？,基本的なファイル管理:t2
396,2026-01-13T09:10:23.882832+00:00,u010,基本的なファイル管理,5,1,0.9673064311120485,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
397,2026-01-13T09:10:59.882832+00:00,u010,基本的なファイル管理,7,1,0.7872555707243856,Linuxファイル操作,基本的なファイル管理,rm,2,rm コマンドで削除前に確認しながら対話的に削除したいときに付けるオプションはどれですか？,基本的なファイル管理:t2
398,2026-01-13T09:11:22.882832+00:00,u010,所有者とパーミッション,21,1,0.6713452595193384,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
399,2026-01-13T09:12:01.882832+00:00,u010,所有者とパーミッション,30,0,0.5246281545070838,Linuxファイル操作,所有者とパーミッション,ls,2,/tmp ディレクトリ自体の情報だけを表示しその中身は一覧しないように ls で表示したいときのコマンドを一つ書いてください,所有者とパーミッション:t2
400,2026-01-13T09:12:24.882832+00:00,u010,所有者とパーミッション,23,0,0.333337610905198,Linuxファイル操作,所有者とパーミッション,chmod再帰,2,ディレクトリ dir1 とその配下の全てのファイルに対して755のパーミッションを設定したいときに最も適切なコマンドはどれですか？,所有者とパーミッション:t2
401,2026-01-13T09:12:54.882832+00:00,u011,所有者とパーミッション,28,1,0.3454060202329255,Linuxファイル操作,所有者とパーミッション,スティッキービット,3,スティッキービットが設定された共有ディレクトリとしてよく使われる /tmp の特徴として正しいものはどれですか？,所有者とパーミッション:t3
402,2026-01-13T09:13:31.882832+00:00,u011,所有者とパーミッション,20,1,0.4442516026377609,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
403,2026-01-13T09:13:59.882832+00:00,u011,所有者とパーミッション,23,0,0.1829642841979227,Linuxファイル操作,所有者とパーミッション,chmod再帰,2,ディレクトリ dir1 とその配下の全てのファイルに対して755のパーミッションを設定したいときに最も適切なコマンドはどれですか？,所有者とパーミッション:t2
404,2026-01-13T09:14:28.882832+00:00,u011,所有者とパーミッション,20,1,0.4442516026377609,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
405,2026-01-13T09:14:59.882832+00:00,u011,基本的なファイル管理,2,1,0.7487877610427972,Linuxファイル操作,基本的なファイル管理,ls,1,ファイルの詳細情報付き一覧を表示する ls のオプションとして正しいものはどれですか？,基本的なファイル管理:t1
406,2026-01-13T09:15:25.882832+00:00,u011,所有者とパーミッション,24,0,0.47020508618539697,Linuxファイル操作,所有者とパーミッション,umask,2,umask 022 の意味として最も適切な説明はどれですか？,所有者とパーミッション:t2
407,2026-01-13T09:15:59.882832+00:00,u011,所有者とパーミッション,22,1,0.6003872807913869,Linuxファイル操作,所有者とパーミッション,chgrp,1,ファイル data.txt の所有グループを group1 に変更するコマンドを一つ書いてください,所有者とパーミッション:t1
408,2026-01-13T09:16:28.882832+00:00,u011,所有者とパーミッション,29,0,0.33479360640378053,Linuxファイル操作,所有者とパーミッション,パーミッション表記,2,パーミッション文字列 rwxr-xr-x を数字3桁で表したものを答えてください,所有者とパーミッション:t2
409,2026-01-13T09:16:55.882832+00:00,u011,基本的なファイル管理,11,0,0.3042322216202353,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
410,2026-01-13T09:17:27.882832+00:00,u011,基本的なファイル管理,11,0,0.3042322216202353,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
411,2026-01-13T09:18:00.882832+00:00,u011,基本的なファイル管理,10,1,0.7120204672223105,Linuxファイル操作,基本的なファイル管理,mv,1,ディレクトリ A の中の file.txt をディレクトリ B に移動するコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
412,2026-01-13T09:18:31.882832+00:00,u011,基本的なファイル管理,15,0,0.3976333356139825,Linuxファイル操作,基本的なファイル管理,tar,2,gzip 圧縮されたアーカイブ backup.tar.gz を展開する tar のコマンドを一つ書いてください,基本的なファイル管理:t2
413,2026-01-13T09:18:52.882832+00:00,u011,基本的なファイル管理,11,0,0.3042322216202353,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
414,2026-01-13T09:19:29.882832+00:00,u011,所有者とパーミッション,26,0,0.519560772837709,Linuxファイル操作,所有者とパーミッション,SUID,3,実行ファイルに SUID ビットが設定されているときの動作として正しいものはどれですか？,所有者とパーミッション:t3
415,2026-01-13T09:19:58.882832+00:00,u011,基本的なファイル管理,17,0,0.42151007145023034,Linuxファイル操作,基本的なファイル管理,file,2,指定したファイルの種類を判定して表示するコマンド名を一つ書いてください,基本的なファイル管理:t2
416,2026-01-13T09:20:28.882832+00:00,u011,基本的なファイル管理,9,1,0.5172367859458951,Linuxファイル操作,基本的なファイル管理,cp,2,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
417,2026-01-13T09:20:55.882832+00:00,u011,基本的なファイル管理,4,0,0.2914418979841022,Linuxファイル操作,基本的なファイル管理,cd,1,ホームディレクトリに移動するコマンドとして最も適切なものはどれですか？,基本的なファイル管理:t1
418,2026-01-13T09:21:24.882832+00:00,u011,基本的なファイル管理,15,0,0.3976333356139825,Linuxファイル操作,基本的なファイル管理,tar,2,gzip 圧縮されたアーカイブ backup.tar.gz を展開する tar のコマンドを一つ書いてください,基本的なファイル管理:t2
419,2026-01-13T09:21:55.882832+00:00,u011,基本的なファイル管理,11,1,0.3042322216202353,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
420,2026-01-13T09:22:25.882832+00:00,u011,基本的なファイル管理,10,0,0.7120204672223105,Linuxファイル操作,基本的なファイル管理,mv,1,ディレクトリ A の中の file.txt をディレクトリ B に移動するコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
421,2026-01-13T09:22:58.882832+00:00,u011,基本的なファイル管理,16,1,0.7133000133225806,Linuxファイル操作,基本的なファイル管理,dd,2,1MB のゼロデータを10個連結したファイル zero.img を作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
422,2026-01-13T09:23:23.882832+00:00,u011,所有者とパーミッション,21,1,0.47776763386785315,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
423,2026-01-13T09:24:01.882832+00:00,u011,基本的なファイル管理,11,1,0.3042322216202353,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
424,2026-01-13T09:24:26.882832+00:00,u011,基本的なファイル管理,15,0,0.3976333356139825,Linuxファイル操作,基本的なファイル管理,tar,2,gzip 圧縮されたアーカイブ backup.tar.gz を展開する tar のコマンドを一つ書いてください,基本的なファイル管理:t2
425,2026-01-13T09:24:58.882832+00:00,u011,所有者とパーミッション,26,0,0.519560772837709,Linuxファイル操作,所有者とパーミッション,SUID,3,実行ファイルに SUID ビットが設定されているときの動作として正しいものはどれですか？,所有者とパーミッション:t3
426,2026-01-13T09:25:23.882832+00:00,u011,基本的なファイル管理,2,0,0.7487877610427972,Linuxファイル操作,基本的なファイル管理,ls,1,ファイルの詳細情報付き一覧を表示する ls のオプションとして正しいものはどれですか？,基本的なファイル管理:t1
427,2026-01-13T09:25:54.882832+00:00,u011,基本的なファイル管理,5,0,0.8811335392905167,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
428,2026-01-13T09:26:23.882832+00:00,u011,所有者とパーミッション,27,0,0.30870944542804213,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
429,2026-01-13T09:26:57.882832+00:00,u011,所有者とパーミッション,25,1,0.5385427134479049,Linuxファイル操作,所有者とパーミッション,umask,3,umask が 022 の環境で新しい通常ファイルを作成したときのデフォルトパーミッションを数字3桁で答えてください,所有者とパーミッション:t3
430,2026-01-13T09:27:27.882832+00:00,u011,所有者とパーミッション,21,0,0.47776763386785315,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
431,2026-01-13T09:27:52.882832+00:00,u011,所有者とパーミッション,29,0,0.33479360640378053,Linuxファイル操作,所有者とパーミッション,パーミッション表記,2,パーミッション文字列 rwxr-xr-x を数字3桁で表したものを答えてください,所有者とパーミッション:t2
432,2026-01-13T09:28:27.882832+00:00,u011,所有者とパーミッション,30,1,0.330777309255585,Linuxファイル操作,所有者とパーミッション,ls,2,/tmp ディレクトリ自体の情報だけを表示しその中身は一覧しないように ls で表示したいときのコマンドを一つ書いてください,所有者とパーミッション:t2
433,2026-01-13T09:28:55.882832+00:00,u011,所有者とパーミッション,19,0,0.240069082243887,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
434,2026-01-13T09:29:26.882832+00:00,u011,基本的なファイル管理,8,1,0.5910761512995532,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
435,2026-01-13T09:29:59.882832+00:00,u011,基本的なファイル管理,7,0,0.4810922493844243,Linuxファイル操作,基本的なファイル管理,rm,2,rm コマンドで削除前に確認しながら対話的に削除したいときに付けるオプションはどれですか？,基本的なファイル管理:t2
436,2026-01-13T09:30:29.882832+00:00,u011,基本的なファイル管理,3,0,0.33219415516435413,Linuxファイル操作,基本的なファイル管理,pwd,1,現在の作業ディレクトリの絶対パスを表示するコマンドを一つ書いてください,基本的なファイル管理:t1
437,2026-01-13T09:30:55.882832+00:00,u011,所有者とパーミッション,20,1,0.4442516026377609,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
438,2026-01-13T09:31:29.882832+00:00,u011,基本的なファイル管理,12,0,0.32615692720761397,Linuxファイル操作,基本的なファイル管理,ブレース展開,2,echo {A、B、C}.txt の出力として最も適切なものはどれですか？,基本的なファイル管理:t2
439,2026-01-13T09:31:54.882832+00:00,u011,基本的なファイル管理,2,0,0.7487877610427972,Linuxファイル操作,基本的なファイル管理,ls,1,ファイルの詳細情報付き一覧を表示する ls のオプションとして正しいものはどれですか？,基本的なファイル管理:t1
440,2026-01-13T09:32:30.882832+00:00,u011,基本的なファイル管理,8,1,0.5910761512995532,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
441,2026-01-13T09:32:54.882832+00:00,u012,基本的なファイル管理,9,1,0.41472424870040075,Linuxファイル操作,基本的なファイル管理,cp,2,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
442,2026-01-13T09:33:26.882832+00:00,u012,基本的なファイル管理,9,0,0.41472424870040075,Linuxファイル操作,基本的なファイル管理,cp,2,ディレクトリ A をタイムスタンプと権限を保ったままディレクトリ B にコピーしたいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
443,2026-01-13T09:33:59.882832+00:00,u012,基本的なファイル管理,12,0,0.24249255434061687,Linuxファイル操作,基本的なファイル管理,ブレース展開,2,echo {A、B、C}.txt の出力として最も適切なものはどれですか？,基本的なファイル管理:t2
444,2026-01-13T09:34:23.882832+00:00,u012,所有者とパーミッション,30,1,0.4803135494827955,Linuxファイル操作,所有者とパーミッション,ls,2,/tmp ディレクトリ自体の情報だけを表示しその中身は一覧しないように ls で表示したいときのコマンドを一つ書いてください,所有者とパーミッション:t2
445,2026-01-13T09:34:57.882832+00:00,u012,基本的なファイル管理,15,0,0.3039031437755205,Linuxファイル操作,基本的なファイル管理,tar,2,gzip 圧縮されたアーカイブ backup.tar.gz を展開する tar のコマンドを一つ書いてください,基本的なファイル管理:t2
446,2026-01-13T09:35:30.882832+00:00,u012,所有者とパーミッション,27,1,0.4550529833342165,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
447,2026-01-13T09:35:57.882832+00:00,u012,基本的なファイル管理,13,0,0.39477098239052366,Linuxファイル操作,基本的なファイル管理,touch,1,ファイルのタイムスタンプを更新したり存在しない場合は空のファイルを作成したりするコマンド名を一つ書いてください,基本的なファイル管理:t1
448,2026-01-13T09:36:29.882832+00:00,u012,基本的なファイル管理,13,0,0.39477098239052366,Linuxファイル操作,基本的なファイル管理,touch,1,ファイルのタイムスタンプを更新したり存在しない場合は空のファイルを作成したりするコマンド名を一つ書いてください,基本的なファイル管理:t1
449,2026-01-13T09:36:55.882832+00:00,u012,所有者とパーミッション,19,0,0.3713532261378599,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
450,2026-01-13T09:37:24.882832+00:00,u012,基本的なファイル管理,8,1,0.48874494341173946,Linuxファイル操作,基本的なファイル管理,cp,1,ファイル file1 をディレクトリ dir にコピーするコマンドとして正しいものはどれですか？,基本的なファイル管理:t1
451,2026-01-13T09:37:59.882832+00:00,u012,所有者とパーミッション,29,1,0.4848301222521952,Linuxファイル操作,所有者とパーミッション,パーミッション表記,2,パーミッション文字列 rwxr-xr-x を数字3桁で表したものを答えてください,所有者とパーミッション:t2
452,2026-01-13T09:38:23.882832+00:00,u012,基本的なファイル管理,13,1,0.39477098239052366,Linuxファイル操作,基本的なファイル管理,touch,1,ファイルのタイムスタンプを更新したり存在しない場合は空のファイルを作成したりするコマンド名を一つ書いてください,基本的なファイル管理:t1
453,2026-01-13T09:38:58.882832+00:00,u012,基本的なファイル管理,14,0,0.18414522841539444,Linuxファイル操作,基本的なファイル管理,tar,2,ディレクトリ dir1 を archive.tar という名前のアーカイブにまとめるコマンドとして最も適切なものはどれですか？,基本的なファイル管理:t2
454,2026-01-13T09:39:23.882832+00:00,u012,所有者とパーミッション,18,1,0.7876665748504342,Linuxファイル操作,所有者とパーミッション,基本パーミッション,1,ls -l の出力に含まれる r や w や x などの文字は何を表していますか？,所有者とパーミッション:t1
455,2026-01-13T09:39:53.882832+00:00,u012,基本的なファイル管理,4,0,0.21385632767467855,Linuxファイル操作,基本的なファイル管理,cd,1,ホームディレクトリに移動するコマンドとして最も適切なものはどれですか？,基本的なファイル管理:t1
456,2026-01-13T09:40:31.882832+00:00,u012,所有者とパーミッション,21,0,0.6310902477354428,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
457,2026-01-13T09:40:56.882832+00:00,u012,基本的なファイル管理,3,1,0.24755006456370737,Linuxファイル操作,基本的なファイル管理,pwd,1,現在の作業ディレクトリの絶対パスを表示するコマンドを一つ書いてください,基本的なファイル管理:t1
458,2026-01-13T09:41:24.882832+00:00,u012,所有者とパーミッション,28,0,0.49664765209370454,Linuxファイル操作,所有者とパーミッション,スティッキービット,3,スティッキービットが設定された共有ディレクトリとしてよく使われる /tmp の特徴として正しいものはどれですか？,所有者とパーミッション:t3
459,2026-01-13T09:41:55.882832+00:00,u012,基本的なファイル管理,2,1,0.663451543943333,Linuxファイル操作,基本的なファイル管理,ls,1,ファイルの詳細情報付き一覧を表示する ls のオプションとして正しいものはどれですか？,基本的なファイル管理:t1
460,2026-01-13T09:42:29.882832+00:00,u012,所有者とパーミッション,27,1,0.4550529833342165,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
461,2026-01-13T09:42:55.882832+00:00,u012,所有者とパーミッション,21,1,0.6310902477354428,Linuxファイル操作,所有者とパーミッション,chown,1,ファイル data.txt の所有者を user1 に変更するコマンドとして正しいものはどれですか？,所有者とパーミッション:t1
462,2026-01-13T09:43:24.882832+00:00,u012,基本的なファイル管理,11,0,0.22431966248930899,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
463,2026-01-13T09:43:55.882832+00:00,u012,基本的なファイル管理,6,0,0.7192832511349103,Linuxファイル操作,基本的なファイル管理,rm,2,ディレクトリ A を中身ごと確認無しに削除したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t2
464,2026-01-13T09:44:25.882832+00:00,u012,所有者とパーミッション,27,1,0.4550529833342165,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
465,2026-01-13T09:44:56.882832+00:00,u012,基本的なファイル管理,2,1,0.663451543943333,Linuxファイル操作,基本的なファイル管理,ls,1,ファイルの詳細情報付き一覧を表示する ls のオプションとして正しいものはどれですか？,基本的なファイル管理:t1
466,2026-01-13T09:45:28.882832+00:00,u012,所有者とパーミッション,20,1,0.5991585718872806,Linuxファイル操作,所有者とパーミッション,chmod,2,ファイル script.sh に所有者だけ実行権限を追加する chmod の指定を一つ書いてください,所有者とパーミッション:t2
467,2026-01-13T09:45:57.882832+00:00,u012,基本的なファイル管理,3,1,0.24755006456370737,Linuxファイル操作,基本的なファイル管理,pwd,1,現在の作業ディレクトリの絶対パスを表示するコマンドを一つ書いてください,基本的なファイル管理:t1
468,2026-01-13T09:46:28.882832+00:00,u012,所有者とパーミッション,22,1,0.7374901285399015,Linuxファイル操作,所有者とパーミッション,chgrp,1,ファイル data.txt の所有グループを group1 に変更するコマンドを一つ書いてください,所有者とパーミッション:t1
469,2026-01-13T09:47:00.882832+00:00,u012,所有者とパーミッション,27,0,0.4550529833342165,Linuxファイル操作,所有者とパーミッション,SGID,3,ディレクトリに SGID ビットが設定されているときの効果として最も適切なものはどれですか？,所有者とパーミッション:t3
470,2026-01-13T09:47:31.882832+00:00,u012,基本的なファイル管理,5,1,0.8305830043860065,Linuxファイル操作,基本的なファイル管理,mkdir,1,dir1 とその中の dir2 を一度に作成したいときに最も適切なコマンドはどれですか？,基本的なファイル管理:t1
471,2026-01-13T09:47:56.882832+00:00,u012,基本的なファイル管理,3,0,0.24755006456370737,Linuxファイル操作,基本的なファイル管理,pwd,1,現在の作業ディレクトリの絶対パスを表示するコマンドを一つ書いてください,基本的なファイル管理:t1
472,2026-01-13T09:48:28.882832+00:00,u012,基本的なファイル管理,3,1,0.24755006456370737,Linuxファイル操作,基本的なファイル管理,pwd,1,現在の作業ディレクトリの絶対パスを表示するコマンドを一つ書いてください,基本的なファイル管理:t1
473,2026-01-13T09:48:53.882832+00:00,u012,所有者とパーミッション,19,1,0.3713532261378599,Linuxファイル操作,所有者とパーミッション,chmod,1,所有者に読み書きグループとその他に読み取りのみを許可するパーミッションを数字3桁で表したものとして正しいのはどれですか？,所有者とパーミッション:t1
474,2026-01-13T09:49:23.882832+00:00,u012,基本的なファイル管理,13,1,0.39477098239052366,Linuxファイル操作,基本的なファイル管理,touch,1,ファイルのタイムスタンプを更新したり存在しない場合は空のファイルを作成したりするコマンド名を一つ書いてください,基本的なファイル管理:t1
475,2026-01-13T09:49:55.882832+00:00,u012,所有者とパーミッション,26,1,0.6691112276774999,Linuxファイル操作,所有者とパーミッション,SUID,3,実行ファイルに SUID ビットが設定されているときの動作として正しいものはどれですか？,所有者とパーミッション:t3
476,2026-01-13T09:50:22.882832+00:00,u012,基本的なファイル管理,11,0,0.22431966248930899,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
477,2026-01-13T09:50:56.882832+00:00,u012,基本的なファイル管理,13,0,0.39477098239052366,Linuxファイル操作,基本的なファイル管理,touch,1,ファイルのタイムスタンプを更新したり存在しない場合は空のファイルを作成したりするコマンド名を一つ書いてください,基本的なファイル管理:t1
478,2026-01-13T09:51:30.882832+00:00,u012,基本的なファイル管理,11,0,0.22431966248930899,Linuxファイル操作,基本的なファイル管理,ワイルドカード,1,file01.txt や file02.txt など2桁の番号付きファイルにマッチし fileA.txt にはマッチしないパターンはどれですか？,基本的なファイル管理:t1
479,2026-01-13T09:51:52.882832+00:00,u012,所有者とパーミッション,26,1,0.6691112276774999,Linuxファイル操作,所有者とパーミッション,SUID,3,実行ファイルに SUID ビットが設定されているときの動作として正しいものはどれですか？,所有者とパーミッション:t3
